1706603282.480517 server started (18736): version next-3.4, socket /tmp/tmux-1000/default, protocol 8
1706603282.480570 on Linux 6.6.3-411.asahi.fc39.aarch64+16k #1 SMP PREEMPT_DYNAMIC Tue Dec 19 10:21:20 UTC 2023
1706603282.480575 using libevent 2.1.12-stable poll
1706603282.480576 using ncurses 6.4 20230520
1706603282.513323 new key \033[21;6~: 0x60000010e19e (C-S-F10)
1706603282.513325 new key \033[21;7~: 0x830000010e19e (C-M-F10[I])
1706603282.513326 new key \033[21;8~: 0x870000010e19e (C-M-S-F10[I])
1706603282.513328 new key \033[21;9~: 0x810000010e19e (M-F10[I])
1706603282.513329 new key \033[23;2~: 0x40000010e19f (S-F11)
1706603282.513333 new key \033[23;3~: 0x810000010e19f (M-F11[I])
1706603282.513335 new key \033[23;4~: 0x850000010e19f (M-S-F11[I])
1706603282.513336 new key \033[23;5~: 0x20000010e19f (C-F11)
1706603282.513338 new key \033[23;6~: 0x60000010e19f (C-S-F11)
1706603282.513339 new key \033[23;7~: 0x830000010e19f (C-M-F11[I])
1706603282.513341 new key \033[23;8~: 0x870000010e19f (C-M-S-F11[I])
1706603282.513342 new key \033[23;9~: 0x810000010e19f (M-F11[I])
1706603282.513344 new key \033[24;2~: 0x40000010e1a0 (S-F12)
1706603282.513346 new key \033[24;3~: 0x810000010e1a0 (M-F12[I])
1706603282.513347 new key \033[24;4~: 0x850000010e1a0 (M-S-F12[I])
1706603282.513349 new key \033[24;5~: 0x20000010e1a0 (C-F12)
1706603282.513350 new key \033[24;6~: 0x60000010e1a0 (C-S-F12)
1706603282.513352 new key \033[24;7~: 0x830000010e1a0 (C-M-F12[I])
1706603282.513354 new key \033[24;8~: 0x870000010e1a0 (C-M-S-F12[I])
1706603282.513355 new key \033[24;9~: 0x810000010e1a0 (M-F12[I])
1706603282.513357 new key \033[1;2A: 0x40000010e1a8 (S-Up)
1706603282.513358 new key \033[1;3A: 0x810000010e1a8 (M-Up[I])
1706603282.513360 new key \033[1;4A: 0x850000010e1a8 (M-S-Up[I])
1706603282.513361 new key \033[1;5A: 0x20000010e1a8 (C-Up)
1706603282.513363 new key \033[1;6A: 0x60000010e1a8 (C-S-Up)
1706603282.513365 new key \033[1;7A: 0x830000010e1a8 (C-M-Up[I])
1706603282.513366 new key \033[1;8A: 0x870000010e1a8 (C-M-S-Up[I])
1706603282.513368 new key \033[1;9A: 0x810000010e1a8 (M-Up[I])
1706603282.513369 new key \033[1;2B: 0x40000010e1a9 (S-Down)
1706603282.513371 new key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1706603282.513373 new key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1706603282.513374 new key \033[1;5B: 0x20000010e1a9 (C-Down)
1706603282.513376 new key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1706603282.513377 new key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1706603282.513379 new key \033[1;8B: 0x870000010e1a9 (C-M-S-Down[I])
1706603282.513380 new key \033[1;9B: 0x810000010e1a9 (M-Down[I])
1706603282.513382 new key \033[1;2C: 0x40000010e1ab (S-Right)
1706603282.513383 new key \033[1;3C: 0x810000010e1ab (M-Right[I])
1706603282.513385 new key \033[1;4C: 0x850000010e1ab (M-S-Right[I])
1706603282.513387 new key \033[1;5C: 0x20000010e1ab (C-Right)
1706603282.513388 new key \033[1;6C: 0x60000010e1ab (C-S-Right)
1706603282.513390 new key \033[1;7C: 0x830000010e1ab (C-M-Right[I])
1706603282.513391 new key \033[1;8C: 0x870000010e1ab (C-M-S-Right[I])
1706603282.513393 new key \033[1;9C: 0x810000010e1ab (M-Right[I])
1706603282.513395 new key \033[1;2D: 0x40000010e1aa (S-Left)
1706603282.513396 new key \033[1;3D: 0x810000010e1aa (M-Left[I])
1706603282.513398 new key \033[1;4D: 0x850000010e1aa (M-S-Left[I])
1706603282.513399 new key \033[1;5D: 0x20000010e1aa (C-Left)
1706603282.513401 new key \033[1;6D: 0x60000010e1aa (C-S-Left)
1706603282.513402 new key \033[1;7D: 0x830000010e1aa (C-M-Left[I])
1706603282.513404 new key \033[1;8D: 0x870000010e1aa (C-M-S-Left[I])
1706603282.513405 new key \033[1;9D: 0x810000010e1aa (M-Left[I])
1706603282.513407 new key \033[1;2H: 0x40000010e1a3 (S-Home)
1706603282.513408 new key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1706603282.513410 new key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
1706603282.513411 new key \033[1;5H: 0x20000010e1a3 (C-Home)
1706603282.513413 new key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1706603282.513414 new key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1706603282.513416 new key \033[1;8H: 0x870000010e1a3 (C-M-S-Home[I])
1706603282.513417 new key \033[1;9H: 0x810000010e1a3 (M-Home[I])
1706603282.513419 new key \033[1;2F: 0x40000010e1a4 (S-End)
1706603282.513420 new key \033[1;3F: 0x810000010e1a4 (M-End[I])
1706603282.513422 new key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1706603282.513424 new key \033[1;5F: 0x20000010e1a4 (C-End)
1706603282.513425 new key \033[1;6F: 0x60000010e1a4 (C-S-End)
1706603282.513427 new key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1706603282.513428 new key \033[1;8F: 0x870000010e1a4 (C-M-S-End[I])
1706603282.513430 new key \033[1;9F: 0x810000010e1a4 (M-End[I])
1706603282.513431 new key \033[5;2~: 0x40000010e1a6 (S-PPage)
1706603282.513434 new key \033[5;3~: 0x810000010e1a6 (M-PPage[I])
1706603282.513435 new key \033[5;4~: 0x850000010e1a6 (M-S-PPage[I])
1706603282.513437 new key \033[5;5~: 0x20000010e1a6 (C-PPage)
1706603282.513438 new key \033[5;6~: 0x60000010e1a6 (C-S-PPage)
1706603282.513440 new key \033[5;7~: 0x830000010e1a6 (C-M-PPage[I])
1706603282.513442 new key \033[5;8~: 0x870000010e1a6 (C-M-S-PPage[I])
1706603282.513443 new key \033[5;9~: 0x810000010e1a6 (M-PPage[I])
1706603282.513445 new key \033[6;2~: 0x40000010e1a5 (S-NPage)
1706603282.513447 new key \033[6;3~: 0x810000010e1a5 (M-NPage[I])
1706603282.513448 new key \033[6;4~: 0x850000010e1a5 (M-S-NPage[I])
1706603282.513450 new key \033[6;5~: 0x20000010e1a5 (C-NPage)
1706603282.513451 new key \033[6;6~: 0x60000010e1a5 (C-S-NPage)
1706603282.513453 new key \033[6;7~: 0x830000010e1a5 (C-M-NPage[I])
1706603282.513455 new key \033[6;8~: 0x870000010e1a5 (C-M-S-NPage[I])
1706603282.513456 new key \033[6;9~: 0x810000010e1a5 (M-NPage[I])
1706603282.513458 new key \033[2;2~: 0x40000010e1a1 (S-IC)
1706603282.513459 new key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1706603282.513461 new key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1706603282.513462 new key \033[2;5~: 0x20000010e1a1 (C-IC)
1706603282.513464 new key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1706603282.513465 new key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
1706603282.513467 new key \033[2;8~: 0x870000010e1a1 (C-M-S-IC[I])
1706603282.513469 new key \033[2;9~: 0x810000010e1a1 (M-IC[I])
1706603282.513470 new key \033[3;2~: 0x40000010e1a2 (S-DC)
1706603282.513472 new key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1706603282.513473 new key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1706603282.513475 new key \033[3;5~: 0x20000010e1a2 (C-DC)
1706603282.513476 new key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1706603282.513478 new key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1706603282.513479 new key \033[3;8~: 0x870000010e1a2 (C-M-S-DC[I])
1706603282.513481 new key \033[3;9~: 0x810000010e1a2 (M-DC[I])
1706603282.513483 new key \033O[: 0x1b (Escape)
1706603282.513484 new key \033Oo: 0x200000010e1ac (KP/[K])
1706603282.513486 new key \033Oj: 0x200000010e1ad (KP*[K])
1706603282.513487 new key \033Om: 0x200000010e1ae (KP-[K])
1706603282.513489 new key \033Ow: 0x200000010e1af (KP7[K])
1706603282.513491 new key \033Ox: 0x200000010e1b0 (KP8[K])
1706603282.513492 new key \033Oy: 0x200000010e1b1 (KP9[K])
1706603282.513493 new key \033Ok: 0x200000010e1b2 (KP+[K])
1706603282.513495 new key \033Ot: 0x200000010e1b3 (KP4[K])
1706603282.513496 new key \033Ou: 0x200000010e1b4 (KP5[K])
1706603282.513498 new key \033Ov: 0x200000010e1b5 (KP6[K])
1706603282.513499 new key \033Oq: 0x200000010e1b6 (KP1[K])
1706603282.513501 new key \033Or: 0x200000010e1b7 (KP2[K])
1706603282.513502 new key \033Os: 0x200000010e1b8 (KP3[K])
1706603282.513504 new key \033OM: 0x200000010e1b9 (KPEnter[K])
1706603282.513505 new key \033Op: 0x200000010e1ba (KP0[K])
1706603282.513507 new key \033On: 0x200000010e1bb (KP.[K])
1706603282.513508 new key \033OA: 0x400000010e1a8 (Up[C])
1706603282.513510 new key \033OB: 0x400000010e1a9 (Down[C])
1706603282.513511 new key \033OC: 0x400000010e1ab (Right[C])
1706603282.513513 new key \033OD: 0x400000010e1aa (Left[C])
1706603282.513514 new key \033[A: 0x400000010e1a8 (Up[C])
1706603282.513516 new key \033[B: 0x400000010e1a9 (Down[C])
1706603282.513517 new key \033[C: 0x400000010e1ab (Right[C])
1706603282.513519 new key \033[D: 0x400000010e1aa (Left[C])
1706603282.513521 new key \033\033OA: 0x410000010e1a8 (M-Up[C])
1706603282.513522 new key \033\033OB: 0x410000010e1a9 (M-Down[C])
1706603282.513524 new key \033\033OC: 0x410000010e1ab (M-Right[C])
1706603282.513525 new key \033\033OD: 0x410000010e1aa (M-Left[C])
1706603282.513527 new key \033\033[A: 0x410000010e1a8 (M-Up[C])
1706603282.513528 new key \033\033[B: 0x410000010e1a9 (M-Down[C])
1706603282.513530 new key \033\033[C: 0x410000010e1ab (M-Right[C])
1706603282.513531 new key \033\033[D: 0x410000010e1aa (M-Left[C])
1706603282.513533 new key \033OH: 0x10e1a3 (Home)
1706603282.513534 new key \033OF: 0x10e1a4 (End)
1706603282.513537 new key \033\033OH: 0x810000010e1a3 (M-Home[I])
1706603282.513538 new key \033\033OF: 0x810000010e1a4 (M-End[I])
1706603282.513539 new key \033[H: 0x10e1a3 (Home)
1706603282.513541 new key \033[F: 0x10e1a4 (End)
1706603282.513542 new key \033\033[H: 0x810000010e1a3 (M-Home[I])
1706603282.513544 new key \033\033[F: 0x810000010e1a4 (M-End[I])
1706603282.513546 new key \033Oa: 0x20000010e1a8 (C-Up)
1706603282.513547 new key \033Ob: 0x20000010e1a9 (C-Down)
1706603282.513549 new key \033Oc: 0x20000010e1ab (C-Right)
1706603282.513550 new key \033Od: 0x20000010e1aa (C-Left)
1706603282.513552 new key \033[a: 0x40000010e1a8 (S-Up)
1706603282.513553 new key \033[b: 0x40000010e1a9 (S-Down)
1706603282.513555 new key \033[c: 0x40000010e1ab (S-Right)
1706603282.513556 new key \033[d: 0x40000010e1aa (S-Left)
1706603282.513557 new key \033[11~: 0x10e195 (F1)
1706603282.513559 new key \033[12~: 0x10e196 (F2)
1706603282.513560 new key \033[13~: 0x10e197 (F3)
1706603282.513562 new key \033[14~: 0x10e198 (F4)
1706603282.513563 new key \033[15~: 0x10e199 (F5)
1706603282.513564 new key \033[17~: 0x10e19a (F6)
1706603282.513566 new key \033[18~: 0x10e19b (F7)
1706603282.513567 new key \033[19~: 0x10e19c (F8)
1706603282.513569 new key \033[20~: 0x10e19d (F9)
1706603282.513570 new key \033[21~: 0x10e19e (F10)
1706603282.513571 new key \033[23~: 0x40000010e195 (S-F1)
1706603282.513573 new key \033[24~: 0x40000010e196 (S-F2)
1706603282.513574 new key \033[25~: 0x40000010e197 (S-F3)
1706603282.513576 new key \033[26~: 0x40000010e198 (S-F4)
1706603282.513577 new key \033[28~: 0x40000010e199 (S-F5)
1706603282.513579 new key \033[29~: 0x40000010e19a (S-F6)
1706603282.513580 new key \033[31~: 0x40000010e19b (S-F7)
1706603282.513581 new key \033[32~: 0x40000010e19c (S-F8)
1706603282.513583 new key \033[33~: 0x40000010e19d (S-F9)
1706603282.513584 new key \033[34~: 0x40000010e19e (S-F10)
1706603282.513586 new key \033[23$: 0x40000010e19f (S-F11)
1706603282.513587 new key \033[24$: 0x40000010e1a0 (S-F12)
1706603282.513589 new key \033[11^: 0x20000010e195 (C-F1)
1706603282.513590 new key \033[12^: 0x20000010e196 (C-F2)
1706603282.513592 new key \033[13^: 0x20000010e197 (C-F3)
1706603282.513593 new key \033[14^: 0x20000010e198 (C-F4)
1706603282.513595 new key \033[15^: 0x20000010e199 (C-F5)
1706603282.513596 new key \033[17^: 0x20000010e19a (C-F6)
1706603282.513597 new key \033[18^: 0x20000010e19b (C-F7)
1706603282.513599 new key \033[19^: 0x20000010e19c (C-F8)
1706603282.513600 new key \033[20^: 0x20000010e19d (C-F9)
1706603282.513602 new key \033[21^: 0x20000010e19e (C-F10)
1706603282.513603 new key \033[23^: 0x20000010e19f (C-F11)
1706603282.513605 new key \033[24^: 0x20000010e1a0 (C-F12)
1706603282.513606 new key \033[11@: 0x60000010e195 (C-S-F1)
1706603282.513607 new key \033[12@: 0x60000010e196 (C-S-F2)
1706603282.513609 new key \033[13@: 0x60000010e197 (C-S-F3)
1706603282.513610 new key \033[14@: 0x60000010e198 (C-S-F4)
1706603282.513612 new key \033[15@: 0x60000010e199 (C-S-F5)
1706603282.513613 new key \033[17@: 0x60000010e19a (C-S-F6)
1706603282.513615 new key \033[18@: 0x60000010e19b (C-S-F7)
1706603282.513616 new key \033[19@: 0x60000010e19c (C-S-F8)
1706603282.513617 new key \033[20@: 0x60000010e19d (C-S-F9)
1706603282.513619 new key \033[21@: 0x60000010e19e (C-S-F10)
1706603282.513620 new key \033[23@: 0x60000010e19f (C-S-F11)
1706603282.513622 new key \033[24@: 0x60000010e1a0 (C-S-F12)
1706603282.513623 new key \033[I: 0x10e000 (FocusIn)
1706603282.513625 new key \033[O: 0x10e001 (FocusOut)
1706603282.513626 new key \033[200~: 0x10e003 (PasteStart)
1706603282.513628 new key \033[201~: 0x10e004 (PasteEnd)
1706603282.513629 new key \033[1;5Z: 0x600000000009 (C-S-Tab)
1706603282.513631 new key \033OP: 0x10e195 (F1)
1706603282.513632 new key \033OQ: 0x10e196 (F2)
1706603282.513634 new key \033OR: 0x10e197 (F3)
1706603282.513635 new key \033OS: 0x10e198 (F4)
1706603282.513637 replacing key \033[15~: 0x10e199 (F5)
1706603282.513642 replacing key \033[17~: 0x10e19a (F6)
1706603282.513643 replacing key \033[18~: 0x10e19b (F7)
1706603282.513645 replacing key \033[19~: 0x10e19c (F8)
1706603282.513647 replacing key \033[20~: 0x10e19d (F9)
1706603282.513648 replacing key \033[21~: 0x10e19e (F10)
1706603282.513649 replacing key \033[23~: 0x10e19f (F11)
1706603282.513651 replacing key \033[24~: 0x10e1a0 (F12)
1706603282.513652 replacing key \033[1;2P: 0x40000010e195 (S-F1)
1706603282.513654 replacing key \033[1;2Q: 0x40000010e196 (S-F2)
1706603282.513655 new key \033[13;2~: 0x40000010e197 (S-F3)
1706603282.513657 replacing key \033[1;2S: 0x40000010e198 (S-F4)
1706603282.513659 replacing key \033[15;2~: 0x40000010e199 (S-F5)
1706603282.513660 replacing key \033[17;2~: 0x40000010e19a (S-F6)
1706603282.513662 replacing key \033[18;2~: 0x40000010e19b (S-F7)
1706603282.513663 replacing key \033[19;2~: 0x40000010e19c (S-F8)
1706603282.513665 replacing key \033[20;2~: 0x40000010e19d (S-F9)
1706603282.513666 replacing key \033[21;2~: 0x40000010e19e (S-F10)
1706603282.513667 replacing key \033[23;2~: 0x40000010e19f (S-F11)
1706603282.513669 replacing key \033[24;2~: 0x40000010e1a0 (S-F12)
1706603282.513670 replacing key \033[1;5P: 0x20000010e195 (C-F1)
1706603282.513671 replacing key \033[1;5Q: 0x20000010e196 (C-F2)
1706603282.513672 new key \033[13;5~: 0x20000010e197 (C-F3)
1706603282.513674 replacing key \033[1;5S: 0x20000010e198 (C-F4)
1706603282.513675 replacing key \033[15;5~: 0x20000010e199 (C-F5)
1706603282.513677 replacing key \033[17;5~: 0x20000010e19a (C-F6)
1706603282.513678 replacing key \033[18;5~: 0x20000010e19b (C-F7)
1706603282.513680 replacing key \033[19;5~: 0x20000010e19c (C-F8)
1706603282.513681 replacing key \033[20;5~: 0x20000010e19d (C-F9)
1706603282.513682 replacing key \033[21;5~: 0x20000010e19e (C-F10)
1706603282.513684 replacing key \033[23;5~: 0x20000010e19f (C-F11)
1706603282.513685 replacing key \033[24;5~: 0x20000010e1a0 (C-F12)
1706603282.513686 replacing key \033[1;6P: 0x60000010e195 (C-S-F1)
1706603282.513688 replacing key \033[1;6Q: 0x60000010e196 (C-S-F2)
1706603282.513689 new key \033[13;6~: 0x60000010e197 (C-S-F3)
1706603282.513691 replacing key \033[1;6S: 0x60000010e198 (C-S-F4)
1706603282.513692 replacing key \033[15;6~: 0x60000010e199 (C-S-F5)
1706603282.513694 replacing key \033[17;6~: 0x60000010e19a (C-S-F6)
1706603282.513695 replacing key \033[18;6~: 0x60000010e19b (C-S-F7)
1706603282.513696 replacing key \033[19;6~: 0x60000010e19c (C-S-F8)
1706603282.513698 replacing key \033[20;6~: 0x60000010e19d (C-S-F9)
1706603282.513699 replacing key \033[21;6~: 0x60000010e19e (C-S-F10)
1706603282.513700 replacing key \033[23;6~: 0x60000010e19f (C-S-F11)
1706603282.513702 replacing key \033[24;6~: 0x60000010e1a0 (C-S-F12)
1706603282.513703 replacing key \033[1;3P: 0x810000010e195 (M-F1[I])
1706603282.513705 replacing key \033[1;3Q: 0x810000010e196 (M-F2[I])
1706603282.513706 new key \033[13;3~: 0x810000010e197 (M-F3[I])
1706603282.513708 replacing key \033[1;3S: 0x810000010e198 (M-F4[I])
1706603282.513709 replacing key \033[15;3~: 0x810000010e199 (M-F5[I])
1706603282.513710 replacing key \033[17;3~: 0x810000010e19a (M-F6[I])
1706603282.513712 replacing key \033[18;3~: 0x810000010e19b (M-F7[I])
1706603282.513713 replacing key \033[19;3~: 0x810000010e19c (M-F8[I])
1706603282.513715 replacing key \033[20;3~: 0x810000010e19d (M-F9[I])
1706603282.513716 replacing key \033[21;3~: 0x810000010e19e (M-F10[I])
1706603282.513717 replacing key \033[23;3~: 0x810000010e19f (M-F11[I])
1706603282.513719 replacing key \033[24;3~: 0x810000010e1a0 (M-F12[I])
1706603282.513720 replacing key \033[1;4P: 0x850000010e195 (M-S-F1[I])
1706603282.513722 replacing key \033[1;4Q: 0x850000010e196 (M-S-F2[I])
1706603282.513723 new key \033[13;4~: 0x850000010e197 (M-S-F3[I])
1706603282.513724 new key \033[2~: 0x10e1a1 (IC)
1706603282.513726 new key \033[3~: 0x10e1a2 (DC)
1706603282.513727 replacing key \033OH: 0x10e1a3 (Home)
1706603282.513728 replacing key \033OF: 0x10e1a4 (End)
1706603282.513730 new key \033[6~: 0x10e1a5 (NPage)
1706603282.513731 new key \033[5~: 0x10e1a6 (PPage)
1706603282.513733 new key \033[Z: 0x10e1a7 (BTab)
1706603282.513736 replacing key \033OA: 0x400000010e1a8 (Up[C])
1706603282.513737 replacing key \033OB: 0x400000010e1a9 (Down[C])
1706603282.513739 replacing key \033OD: 0x400000010e1aa (Left[C])
1706603282.513740 replacing key \033OC: 0x400000010e1ab (Right[C])
1706603282.513742 replacing key \033[3;2~: 0x40000010e1a2 (S-DC)
1706603282.513743 replacing key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1706603282.513745 replacing key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1706603282.513746 replacing key \033[3;5~: 0x20000010e1a2 (C-DC)
1706603282.513748 replacing key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1706603282.513749 replacing key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1706603282.513750 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1706603282.513752 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1706603282.513753 replacing key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1706603282.513755 replacing key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1706603282.513756 replacing key \033[1;5B: 0x20000010e1a9 (C-Down)
1706603282.513757 replacing key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1706603282.513759 replacing key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1706603282.513760 replacing key \033[1;2F: 0x40000010e1a4 (S-End)
1706603282.513762 replacing key \033[1;3F: 0x810000010e1a4 (M-End[I])
1706603282.513763 replacing key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1706603282.513765 replacing key \033[1;5F: 0x20000010e1a4 (C-End)
1706603282.513766 replacing key \033[1;6F: 0x60000010e1a4 (C-S-End)
1706603282.513768 replacing key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1706603282.513769 replacing key \033[1;2H: 0x40000010e1a3 (S-Home)
1706603282.513770 replacing key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1706603282.513772 replacing key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
1706603282.513773 replacing key \033[1;5H: 0x20000010e1a3 (C-Home)
1706603282.513775 replacing key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1706603282.513776 replacing key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1706603282.513777 replacing key \033[2;2~: 0x40000010e1a1 (S-IC)
1706603282.513779 replacing key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1706603282.513780 replacing key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1706603282.513782 replacing key \033[2;5~: 0x20000010e1a1 (C-IC)
1706603282.513783 replacing key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1706603282.513785 replacing key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
1706603282.513786 replacing key \033[1;2D: 0x40000010e1aa (S-Left)
1706603282.513787 replacing key \033[1;3D: 0x810000010e1aa (M-Left[I])
1706603282.513789 replacing key \033[1;4D: 0x850000010e1aa (M-S-Left[I])
1706603282.513790 replacing key \033[1;5D: 0x20000010e1aa (C-Left)
1706603282.513792 replacing key \033[1;6D: 0x60000010e1aa (C-S-Left)
1706603282.513793 replacing key \033[1;7D: 0x830000010e1aa (C-M-Left[I])
1706603282.513795 replacing key \033[6;2~: 0x40000010e1a5 (S-NPage)
1706603282.513796 replacing key \033[6;3~: 0x810000010e1a5 (M-NPage[I])
1706603282.513797 replacing key \033[6;4~: 0x850000010e1a5 (M-S-NPage[I])
1706603282.513799 replacing key \033[6;5~: 0x20000010e1a5 (C-NPage)
1706603282.513800 replacing key \033[6;6~: 0x60000010e1a5 (C-S-NPage)
1706603282.513802 replacing key \033[6;7~: 0x830000010e1a5 (C-M-NPage[I])
1706603282.513803 replacing key \033[5;2~: 0x40000010e1a6 (S-PPage)
1706603282.513805 replacing key \033[5;3~: 0x810000010e1a6 (M-PPage[I])
1706603282.513806 replacing key \033[5;4~: 0x850000010e1a6 (M-S-PPage[I])
1706603282.513808 replacing key \033[5;5~: 0x20000010e1a6 (C-PPage)
1706603282.513809 replacing key \033[5;6~: 0x60000010e1a6 (C-S-PPage)
1706603282.513810 replacing key \033[5;7~: 0x830000010e1a6 (C-M-PPage[I])
1706603282.513812 replacing key \033[1;2C: 0x40000010e1ab (S-Right)
1706603282.513813 replacing key \033[1;3C: 0x810000010e1ab (M-Right[I])
1706603282.513815 replacing key \033[1;4C: 0x850000010e1ab (M-S-Right[I])
1706603282.513816 replacing key \033[1;5C: 0x20000010e1ab (C-Right)
